Year,Processing.ID,CageID,Replicate,Population,Site,TransplantTreatment,CageTreatment,SampleLevel,SampleType,Weight-mg,PercentN,PercentC,RatioCN,Note
2021,L_FNH_V6,FNH_V6,6,FN,FN,Home,Vegetation,Cage,LITTER,1.632,0.9,43.2,44,
2023,FNH_V6 LITTER (Plant),FNH_V6,6,FN,FN,Home,Vegetation,Cage,LITTER,3.086,2,44.9,22.3,
2023,FNH_V6 POPRC (Plant),FNH_V6,6,FN,FN,Home,Vegetation,Cage,POPRC,3.146,2.1,43.6,20.2,
2021,M_FNH_V6,FNH_V6,6,FN,FN,Home,Vegetation,Cage,MISC,1.847,2.2,48.4,21.8,
2023,FNH_V6 MISC (Plant),FNH_V6,6,FN,FN,Home,Vegetation,Cage,MISC,3.529,2.3,44.8,18.9,
2023,FNH_V6 SORU (Plant),FNH_V6,6,FN,FN,Home,Vegetation,Cage,SORU,3.128,2.4,48,19.2,
2021,P_FNH_V6,FNH_V6,6,FN,FN,Home,Vegetation,Cage,POPRC,1.677,2.5,39.6,15.7,
2021,S_FNH_V6,FNH_V6,6,FN,FN,Home,Vegetation,Cage,SORU,1.627,3,46.4,15.3,
2023,FNH_V7 SOIL,FNH_V7,7,FN,FN,Home,Vegetation,Cage,SOIL,10.137,0.6,7.5,12.6,
2021,FNH_V7,FNH_V7,7,FN,FN,Home,Vegetation,Cage,SOIL,10.886,0.6,8.5,13,
2023,FNH_V7 POPRC (Plant),FNH_V7,7,FN,FN,Home,Vegetation,Cage,POPRC,2.987,0.8,45.7,52.6,
2023,FNH_V7 LITTER (Plant),FNH_V7,7,FN,FN,Home,Vegetation,Cage,LITTER,3.145,1.1,46,41.1,
2021,L_FNH_V7,FNH_V7,7,FN,FN,Home,Vegetation,Cage,LITTER,1.733,1.2,46.5,36.8,
2023,FNH_V7 MISC (Plant),FNH_V7,7,FN,FN,Home,Vegetation,Cage,MISC,3.371,2,44.6,21.8,
2023,FNH_V7 SORU (Plant),FNH_V7,7,FN,FN,Home,Vegetation,Cage,SORU,3.248,2,47.1,22.7,
2021,M_FNH_V7,FNH_V7,7,FN,FN,Home,Vegetation,Cage,MISC,1.715,2.2,48.2,21.2,
2021,P_FNH_V7,FNH_V7,7,FN,FN,Home,Vegetation,Cage,POPRC,1.829,2.6,44.4,16.9,
2021,S_FNH_V7,FNH_V7,7,FN,FN,Home,Vegetation,Cage,SORU,1.561,3.1,46.2,14.5,
2021,FNH_V8,FNH_V8,8,FN,FN,Home,Vegetation,Cage,SOIL,10.748,0.4,5.7,13,
2023,FNH_V8 SOIL,FNH_V8,8,FN,FN,Home,Vegetation,Cage,SOIL,10.671,0.6,7.6,12.1,
2021,L_FNH_V8,FNH_V8,8,FN,FN,Home,Vegetation,Cage,LITTER,1.563,0.8,43.3,53.6,
2023,FNH_V8 LITTER (Plant),FNH_V8,8,FN,FN,Home,Vegetation,Cage,LITTER,3.143,1.4,44.5,31.5,
2023,FNH_V8 MISC (Plant),FNH_V8,8,FN,FN,Home,Vegetation,Cage,MISC,2.996,2.1,46.5,21.3,
2021,M_FNH_V8,FNH_V8,8,FN,FN,Home,Vegetation,Cage,MISC,1.822,2.3,44.3,19,
2021,S_FNH_V8,FNH_V8,8,FN,FN,Home,Vegetation,Cage,SORU,1.847,2.3,46.6,19.9,
2023,FNH_V8 SORU (Plant),FNH_V8,8,FN,FN,Home,Vegetation,Cage,SORU,3.041,2.6,46.8,17.9,
2023,FNH_V8 POPRC (Plant),FNH_V8,8,FN,FN,Home,Vegetation,Cage,POPRC,2.994,2.8,45,15.8,
2021,P_FNH_V8,FNH_V8,8,FN,FN,Home,Vegetation,Cage,POPRC,1.571,3.1,43.9,13.8,
2021,FNN_H1,FNN_H1,1,FN,UP,North,Herbivore,Cage,SOIL,10.691,0.2,3.2,12.5,
2023,FNN_H1 SOIL,FNN_H1,1,FN,UP,North,Herbivore,Cage,SOIL,10.469,0.2,2.7,12.6,
2021,L_FNN_H1,FNN_H1,1,FN,UP,North,Herbivore,Cage,LITTER,1.705,0.8,43.4,52.3,
2023,FNN_H1 POPRC (Plant),FNN_H1,1,FN,UP,North,Herbivore,Cage,POPRC,3.195,1,41.4,37.7,
2023,FNN_H1 LITTER (Plant),FNN_H1,1,FN,UP,North,Herbivore,Cage,LITTER,3.184,1.1,43.7,38,
2023,FNN_H1 MISC (Plant),FNN_H1,1,FN,UP,North,Herbivore,Cage,MISC,3.431,1.1,46.7,42.1,
2021,P_FNN_H1,FNN_H1,1,FN,UP,North,Herbivore,Cage,POPRC,1.853,2.1,39.6,18.6,
2021,M_FNN_H1,FNN_H1,1,FN,UP,North,Herbivore,Cage,MISC,1.698,2.2,42.4,18.8,
2023,FNN_H1 SORU (Plant),FNN_H1,1,FN,UP,North,Herbivore,Cage,SORU,3.121,2.4,44,17.7,
2021,NA,FNN_H1,1,FN,UP,North,Herbivore,Cage,SORU,NA,NA,NA,NA,Defoliated
2021,FNN_H2,FNN_H2,2,FN,UP,North,Herbivore,Cage,SOIL,10.302,0.2,2.7,11.9,
2023,FNN_H2 SOIL,FNN_H2,2,FN,UP,North,Herbivore,Cage,SOIL,10.698,0.2,2.7,12.1,
2021,L_FNN_H2,FNN_H2,2,FN,UP,North,Herbivore,Cage,LITTER,1.882,1,43.5,40.7,
2023,FNN_H2 LITTER (Plant),FNN_H2,2,FN,UP,North,Herbivore,Cage,LITTER,3.304,1.2,43.3,33.3,
2023,FNN_H2 POPRC (Plant),FNN_H2,2,FN,UP,North,Herbivore,Cage,POPRC,3.111,1.5,41.9,27.8,
2023,FNN_H2 MISC (Plant),FNN_H2,2,FN,UP,North,Herbivore,Cage,MISC,3.23,1.5,45.8,30.3,
2021,P_FNN_H2,FNN_H2,2,FN,UP,North,Herbivore,Cage,POPRC,1.601,1.7,42.8,23.9,
2023,FNN_H2 SORU (Plant),FNN_H2,2,FN,UP,North,Herbivore,Cage,SORU,3.13,2.2,45.3,20.1,
2021,M_FNN_H2,FNN_H2,2,FN,UP,North,Herbivore,Cage,MISC,1.896,3.1,43.5,13.8,
2021,NA,FNN_H2,2,FN,UP,North,Herbivore,Cage,SORU,NA,NA,NA,NA,Defoliated
2021,FNN_H3,FNN_H3,3,FN,UP,North,Herbivore,Cage,SOIL,10.261,0.1,2.2,11.6,
2023,FNN_H3 SOIL,FNN_H3,3,FN,UP,North,Herbivore,Cage,SOIL,10.916,0.2,2.5,11.9,
2021,L_FNN_H3,FNN_H3,3,FN,UP,North,Herbivore,Cage,LITTER,1.904,0.6,43.2,71.1,
2023,FNN_H3 LITTER (Plant),FNN_H3,3,FN,UP,North,Herbivore,Cage,LITTER,3.411,0.8,44.2,50.5,
2023,FNN_H3 MISC (Plant),FNN_H3,3,FN,UP,North,Herbivore,Cage,MISC,3.041,0.9,43.5,44.5,
2021,M_FNN_H3,FNN_H3,3,FN,UP,North,Herbivore,Cage,MISC,1.716,1.9,41.9,21,
2021,P_FNN_H3,FNN_H3,3,FN,UP,North,Herbivore,Cage,POPRC,1.563,1.9,43.7,21.9,
2023,FNN_H3 SORU (Plant),FNN_H3,3,FN,UP,North,Herbivore,Cage,SORU,3.259,2.3,45.9,19.4,
2021,S_FNN_H3,FNN_H3,3,FN,UP,North,Herbivore,Cage,SORU,1.644,2.5,46.5,18.2,
2023,FNN_H3 POPRC (Plant),FNN_H3,3,FN,UP,North,Herbivore,Cage,POPRC,3.111,3,47.1,15.7,
2023,FNN_H4 SOIL,FNN_H4,4,FN,UP,North,Herbivore,Cage,SOIL,10.565,0.2,2.4,12,
2021,FNN_H4,FNN_H4,4,FN,UP,North,Herbivore,Cage,SOIL,10.793,0.2,3.2,12.5,
2021,L_FNN_H4,FNN_H4,4,FN,UP,North,Herbivore,Cage,LITTER,1.954,0.5,45.9,80.7,
2021,P_FNN_H4,FNN_H4,4,FN,UP,North,Herbivore,Cage,POPRC,2.002,0.9,17.4,18.8,
2023,FNN_H4 MISC (Plant),FNN_H4,4,FN,UP,North,Herbivore,Cage,MISC,3.054,1.1,43.5,36.7,
2023,FNN_H4 POPRC (Plant),FNN_H4,4,FN,UP,North,Herbivore,Cage,POPRC,3.053,1.2,43,34.5,
2023,FNN_H4 LITTER (Plant),FNN_H4,4,FN,UP,North,Herbivore,Cage,LITTER,3.149,1.4,42.5,29.1,
2021,M_FNN_H4,FNN_H4,4,FN,UP,North,Herbivore,Cage,MISC,1.713,2.1,44,20.9,
2021,S_FNN_H4,FNN_H4,4,FN,UP,North,Herbivore,Cage,SORU,1.633,2.2,44.7,20.1,
2023,FNN_H4 SORU (Plant),FNN_H4,4,FN,UP,North,Herbivore,Cage,SORU,3.047,2.5,45.7,18,
2021,FNN_H5,FNN_H5,5,FN,UP,North,Herbivore,Cage,SOIL,10.366,0.2,3.2,12.1,
2023,FNN_H5 SOIL,FNN_H5,5,FN,UP,North,Herbivore,Cage,SOIL,10.197,0.2,3,12.6,
2023,FNN_H5 LITTER (Plant),FNN_H5,5,FN,UP,North,Herbivore,Cage,LITTER,3.16,0.8,43.3,50.2,
2021,L_FNN_H5,FNN_H5,5,FN,UP,North,Herbivore,Cage,LITTER,1.857,1.1,45,38.8,
2023,FNN_H5 MISC (Plant),FNN_H5,5,FN,UP,North,Herbivore,Cage,MISC,3.349,1.1,45.4,40.3,
2023,FNN_H5 POPRC (Plant),FNN_H5,5,FN,UP,North,Herbivore,Cage,POPRC,3.475,1.4,41.5,29.4,
2021,M_FNN_H5,FNN_H5,5,FN,UP,North,Herbivore,Cage,MISC,1.936,2.1,44.4,21,
2021,P_FNN_H5,FNN_H5,5,FN,UP,North,Herbivore,Cage,POPRC,1.563,2.2,44.9,19.6,
2023,FNN_H5 SORU (Plant),FNN_H5,5,FN,UP,North,Herbivore,Cage,SORU,3.222,2.2,44.9,20.1,
2021,S_FNN_H5,FNN_H5,5,FN,UP,North,Herbivore,Cage,SORU,1.506,2.2,47.9,21.7,
2021,FNN_H6,FNN_H6,6,FN,UP,North,Herbivore,Cage,SOIL,10.298,0.2,3.1,12,
2023,FNN_H6 SOIL,FNN_H6,6,FN,UP,North,Herbivore,Cage,SOIL,10.449,0.2,2.9,12.2,
2023,FNN_H6 LITTER (Plant),FNN_H6,6,FN,UP,North,Herbivore,Cage,LITTER,3.219,0.5,42.5,76.4,
2021,L_FNN_H6,FNN_H6,6,FN,UP,North,Herbivore,Cage,LITTER,1.758,0.7,45.3,57.5,
2023,FNN_H6 POPRC (Plant),FNN_H6,6,FN,UP,North,Herbivore,Cage,POPRC,3.081,1.2,39.1,31.6,
2021,P_FNN_H6,FNN_H6,6,FN,UP,North,Herbivore,Cage,POPRC,1.692,1.8,43.2,23,
2023,FNN_H6 MISC (Plant),FNN_H6,6,FN,UP,North,Herbivore,Cage,MISC,3.285,2,43.4,21.4,
2023,FNN_H6 SORU (Plant),FNN_H6,6,FN,UP,North,Herbivore,Cage,SORU,3.39,2.3,46.5,19.7,
2021,S_FNN_H6,FNN_H6,6,FN,UP,North,Herbivore,Cage,SORU,1.83,2.5,44.7,17.6,
2021,M_FNN_H6,FNN_H6,6,FN,UP,North,Herbivore,Cage,MISC,1.678,2.7,43.2,15.5,
2023,FNN_H7 SOIL,FNN_H7,7,FN,UP,North,Herbivore,Cage,SOIL,10.565,0.1,2.4,12.3,
2021,FNN_H7,FNN_H7,7,FN,UP,North,Herbivore,Cage,SOIL,10.414,0.2,2.9,13.5,
2021,L_FNN_H7,FNN_H7,7,FN,UP,North,Herbivore,Cage,LITTER,1.881,0.7,43,59.7,
2023,FNN_H7 LITTER (Plant),FNN_H7,7,FN,UP,North,Herbivore,Cage,LITTER,3.004,0.9,41,42.1,
2023,FNN_H7 POPRC (Plant),FNN_H7,7,FN,UP,North,Herbivore,Cage,POPRC,3.037,1.1,41,35.4,
2023,FNN_H7 MISC (Plant),FNN_H7,7,FN,UP,North,Herbivore,Cage,MISC,3.055,1.6,44,26.7,
2021,P_FNN_H7,FNN_H7,7,FN,UP,North,Herbivore,Cage,POPRC,1.521,1.9,44,23.1,
2021,S_FNN_H7,FNN_H7,7,FN,UP,North,Herbivore,Cage,SORU,1.852,2.2,45.1,19.7,
2023,FNN_H7 SORU (Plant),FNN_H7,7,FN,UP,North,Herbivore,Cage,SORU,3.114,2.3,44.9,19.5,
2021,M_FNN_H7,FNN_H7,7,FN,UP,North,Herbivore,Cage,MISC,1.984,2.4,44.4,17.7,
2021,FNN_H8,FNN_H8,8,FN,UP,North,Herbivore,Cage,SOIL,10.287,0.2,2.6,11.5,
2021,L_FNN_H8,FNN_H8,8,FN,UP,North,Herbivore,Cage,LITTER,1.69,0.9,43,46.6,
2021,P_FNN_H8,FNN_H8,8,FN,UP,North,Herbivore,Cage,POPRC,1.661,1.4,39.6,27.8,
2021,S_FNN_H8,FNN_H8,8,FN,UP,North,Herbivore,Cage,SORU,2.067,2,47.3,23,
2021,M_FNN_H8,FNN_H8,8,FN,UP,North,Herbivore,Cage,MISC,1.742,2.4,48.6,19.7,
2021,FNS_H1,FNS_H1,1,FN,YF,South,Herbivore,Cage,SOIL,10.397,0.1,2.5,14.8,
2023,FNS_H1 SOIL,FNS_H1,1,FN,YF,South,Herbivore,Cage,SOIL,10.459,0.2,3.4,15.2,
2023,FNS_H1 LITTER (Plant),FNS_H1,1,FN,YF,South,Herbivore,Cage,LITTER,2.985,0.7,46.3,62.9,
2021,L_FNS_H1,FNS_H1,1,FN,YF,South,Herbivore,Cage,LITTER,1.873,1.3,43.4,31,
2023,FNS_H1 MISC (Plant),FNS_H1,1,FN,YF,South,Herbivore,Cage,MISC,3.469,1.4,42.3,30.1,
2023,FNS_H1 SORU (Plant),FNS_H1,1,FN,YF,South,Herbivore,Cage,SORU,3.01,2.1,45.8,21.2,
2021,M_FNS_H1,FNS_H1,1,FN,YF,South,Herbivore,Cage,MISC,1.703,2.3,43.5,18.2,
2021,P_FNS_H1,FNS_H1,1,FN,YF,South,Herbivore,Cage,POPRC,1.599,2.7,45.5,16.3,
2021,S_FNS_H1,FNS_H1,1,FN,YF,South,Herbivore,Cage,SORU,1.546,2.9,47.4,15.9,
2021,FNS_H2,FNS_H2,2,FN,YF,South,Herbivore,Cage,SOIL,10.658,0.2,2.2,10.7,
2023,FNS_H2 SOIL,FNS_H2,2,FN,YF,South,Herbivore,Cage,SOIL,10.114,0.2,3.4,11.7,
2021,L_FNS_H2,FNS_H2,2,FN,YF,South,Herbivore,Cage,LITTER,1.772,0.9,45.7,48.4,
2023,FNS_H2 LITTER (Plant),FNS_H2,2,FN,YF,South,Herbivore,Cage,LITTER,3.181,1.2,44.9,36.1,
2023,FNS_H2 POPRC (Plant),FNS_H2,2,FN,YF,South,Herbivore,Cage,POPRC,3.004,1.5,44.6,28.2,
2021,M_FNS_H2,FNS_H2,2,FN,YF,South,Herbivore,Cage,MISC,1.811,1.9,41.5,21,
2021,P_FNS_H2,FNS_H2,2,FN,YF,South,Herbivore,Cage,POPRC,1.673,1.9,43.9,22.4,
2023,FNS_H2 MISC (Plant),FNS_H2,2,FN,YF,South,Herbivore,Cage,MISC,3.196,2,42.5,20.8,
2021,S_FNS_H2,FNS_H2,2,FN,YF,South,Herbivore,Cage,SORU,1.598,2.2,47,21.3,
2023,FNS_H3 SOIL,FNS_H3,3,FN,YF,South,Herbivore,Cage,SOIL,10.249,0.2,2.8,11.9,
2021,FNS_H3,FNS_H3,3,FN,YF,South,Herbivore,Cage,SOIL,10.451,0.3,2.8,9.6,
2023,FNS_H3 POPRC (Plant),FNS_H3,3,FN,YF,South,Herbivore,Cage,POPRC,3.065,1,45.5,42.9,
2023,FNS_H3 LITTER (Plant),FNS_H3,3,FN,YF,South,Herbivore,Cage,LITTER,3,1.1,45.5,40.2,
2023,FNS_H3 MISC (Plant),FNS_H3,3,FN,YF,South,Herbivore,Cage,MISC,3.262,1.5,46.6,29.4,
2021,M_FNS_H3,FNS_H3,3,FN,YF,South,Herbivore,Cage,MISC,1.783,2.2,41.9,18.9,
2021,S_FNS_H3,FNS_H3,3,FN,YF,South,Herbivore,Cage,SORU,1.803,2.3,47.1,20.2,
2021,P_FNS_H3,FNS_H3,3,FN,YF,South,Herbivore,Cage,POPRC,1.594,2.4,45.8,18.3,
2021,L_FNS_H3,FNS_H3,3,FN,YF,South,Herbivore,Cage,LITTER,1.565,3,65.6,21.5,
2021,FNS_H4,FNS_H4,4,FN,YF,South,Herbivore,Cage,SOIL,10.353,0.1,2,12.4,
2023,FNS_H4 SOIL,FNS_H4,4,FN,YF,South,Herbivore,Cage,SOIL,10.173,0.2,3,11.7,
2021,L_FNS_H4,FNS_H4,4,FN,YF,South,Herbivore,Cage,LITTER,1.945,1.1,44.8,39,
2023,FNS_H4 LITTER (Plant),FNS_H4,4,FN,YF,South,Herbivore,Cage,LITTER,3.131,1.2,44.2,35.2,
2023,FNS_H4 MISC (Plant),FNS_H4,4,FN,YF,South,Herbivore,Cage,MISC,3.085,1.8,44.5,23.7,
2021,S_FNS_H4,FNS_H4,4,FN,YF,South,Herbivore,Cage,SORU,2.062,2,46.7,22.8,
2023,FNS_H4 POPRC (Plant),FNS_H4,4,FN,YF,South,Herbivore,Cage,POPRC,3.084,2.1,43.2,20.1,
2021,P_FNS_H4,FNS_H4,4,FN,YF,South,Herbivore,Cage,POPRC,2.099,2.2,39.6,17.6,
2021,M_FNS_H4,FNS_H4,4,FN,YF,South,Herbivore,Cage,MISC,1.587,2.3,40.8,17.5,
2023,FNS_H5 SOIL,FNS_H5,5,FN,YF,South,Herbivore,Cage,SOIL,10.178,0.1,1.8,11,
2021,FNS_H5,FNS_H5,5,FN,YF,South,Herbivore,Cage,SOIL,10.532,0.2,2.2,10.7,
2023,FNS_H5 LITTER (Plant),FNS_H5,5,FN,YF,South,Herbivore,Cage,LITTER,3.049,1,45.9,44.4,
2021,L_FNS_H5,FNS_H5,5,FN,YF,South,Herbivore,Cage,LITTER,1.792,1.3,46,33.9,
2023,FNS_H5 MISC (Plant),FNS_H5,5,FN,YF,South,Herbivore,Cage,MISC,3.127,1.4,42.7,28.6,
2023,FNS_H5 POPRC (Plant),FNS_H5,5,FN,YF,South,Herbivore,Cage,POPRC,3.278,1.5,43,28,
2021,M_FNS_H5,FNS_H5,5,FN,YF,South,Herbivore,Cage,MISC,2.037,2.4,45.6,18.5,
2021,P_FNS_H5,FNS_H5,5,FN,YF,South,Herbivore,Cage,POPRC,1.948,2.5,44.7,17.7,
2021,S_FNS_H5,FNS_H5,5,FN,YF,South,Herbivore,Cage,SORU,1.605,2.6,47.4,18.1,
2021,FNS_H6,FNS_H6,6,FN,YF,South,Herbivore,Cage,SOIL,10.411,0.2,2.4,11,
2023,FNS_H6 SOIL,FNS_H6,6,FN,YF,South,Herbivore,Cage,SOIL,10.343,0.2,2.7,11.2,
2021,L_FNS_H6,FNS_H6,6,FN,YF,South,Herbivore,Cage,LITTER,1.512,1.1,45.1,37.6,
2023,FNS_H6 LITTER (Plant),FNS_H6,6,FN,YF,South,Herbivore,Cage,LITTER,3.118,1.7,45.2,25.2,
2021,S_FNS_H6,FNS_H6,6,FN,YF,South,Herbivore,Cage,SORU,1.588,1.9,45.6,23.3,
2023,FNS_H6 MISC (Plant),FNS_H6,6,FN,YF,South,Herbivore,Cage,MISC,3.667,2,42.9,20.5,
2023,FNS_H6 POPRC (Plant),FNS_H6,6,FN,YF,South,Herbivore,Cage,POPRC,3.429,2,44.6,22.2,
2023,FNS_H6 SORU (Plant),FNS_H6,6,FN,YF,South,Herbivore,Cage,SORU,3.082,2.2,46.8,20.7,
2021,NA,FNS_H6,6,FN,YF,South,Herbivore,Cage,MISC,NA,2.3,42.8,18.3,Imputed
2021,P_FNS_H6,FNS_H6,6,FN,YF,South,Herbivore,Cage,POPRC,1.978,2.5,45.8,17.8,
2021,FNS_H7,FNS_H7,7,FN,YF,South,Herbivore,Cage,SOIL,10.048,0.1,2,10.3,
2023,FNS_H7 SOIL,FNS_H7,7,FN,YF,South,Herbivore,Cage,SOIL,10.042,0.2,3.2,12.1,
2021,L_FNS_H7,FNS_H7,7,FN,YF,South,Herbivore,Cage,LITTER,1.946,1.4,43,29.1,
2023,FNS_H7 LITTER (Plant),FNS_H7,7,FN,YF,South,Herbivore,Cage,LITTER,3.105,1.5,44.7,29.6,
2023,FNS_H7 POPRC (Plant),FNS_H7,7,FN,YF,South,Herbivore,Cage,POPRC,3.066,2.1,44,20.7,
2023,FNS_H7 SORU (Plant),FNS_H7,7,FN,YF,South,Herbivore,Cage,SORU,3.505,2.4,47.9,19.7,
2023,FNS_H7 MISC (Plant),FNS_H7,7,FN,YF,South,Herbivore,Cage,MISC,3.421,2.6,45.5,17.2,
2021,M_FNS_H7,FNS_H7,7,FN,YF,South,Herbivore,Cage,MISC,1.718,2.7,42.8,15.8,
2021,P_FNS_H7,FNS_H7,7,FN,YF,South,Herbivore,Cage,POPRC,1.525,3.1,45.4,14.2,
2021,S_FNS_H7,FNS_H7,7,FN,YF,South,Herbivore,Cage,SORU,1.545,3.2,47.5,14.7,
2023,FNS_H8 SOIL,FNS_H8,8,FN,YF,South,Herbivore,Cage,SOIL,10.375,0.2,2.5,11.2,
2021,FNS_H8,FNS_H8,8,FN,YF,South,Herbivore,Cage,SOIL,10.896,0.3,4.7,12.8,
2023,FNS_H8 LITTER (Plant),FNS_H8,8,FN,YF,South,Herbivore,Cage,LITTER,3.088,1.1,44.5,40.3,
2021,L_FNS_H8,FNS_H8,8,FN,YF,South,Herbivore,Cage,LITTER,1.786,1.2,44.3,35.8,
2023,FNS_H8 POPRC (Plant),FNS_H8,8,FN,YF,South,Herbivore,Cage,POPRC,3.152,1.3,43.8,32.7,
2023,FNS_H8 MISC (Plant),FNS_H8,8,FN,YF,South,Herbivore,Cage,MISC,3.341,1.6,45.1,27.6,
2021,P_FNS_H8,FNS_H8,8,FN,YF,South,Herbivore,Cage,POPRC,1.764,2.3,37.4,16,
2021,M_FNS_H8,FNS_H8,8,FN,YF,South,Herbivore,Cage,MISC,1.593,2.3,43.3,18.6,
2021,S_FNS_H8,FNS_H8,8,FN,YF,South,Herbivore,Cage,SORU,1.899,2.9,43.4,14.5,
2021,SCH_H1,SCH_H1,1,SC,SC,Home,Herbivore,Cage,SOIL,10.139,0.2,3.9,13.6,
2023,SCH_H1 SOIL,SCH_H1,1,SC,SC,Home,Herbivore,Cage,SOIL,10.35,0.3,4.7,13.4,
2023,SCH_H1 LITTER (Plant),SCH_H1,1,SC,SC,Home,Herbivore,Cage,LITTER,3.037,1.2,45.5,36.8,
2021,L_SCH_H1,SCH_H1,1,SC,SC,Home,Herbivore,Cage,LITTER,1.74,1.5,46.9,29.5,
2023,SCH_H1 MISC (Plant),SCH_H1,1,SC,SC,Home,Herbivore,Cage,MISC,3.117,1.6,46.3,27.2,
2023,SCH_H1 SORU (Plant),SCH_H1,1,SC,SC,Home,Herbivore,Cage,SORU,3.017,2,47.3,22.6,
2023,SCH_H1 POPRC (Plant),SCH_H1,1,SC,SC,Home,Herbivore,Cage,POPRC,3.471,2.2,44.2,19.4,
2021,P_SCH_H1,SCH_H1,1,SC,SC,Home,Herbivore,Cage,POPRC,1.637,2.4,46.5,19,
2021,M_SCH_H1,SCH_H1,1,SC,SC,Home,Herbivore,Cage,MISC,1.539,2.6,44.4,16.9,
2021,S_SCH_H1,SCH_H1,1,SC,SC,Home,Herbivore,Cage,SORU,1.691,2.8,47.7,16.9,
2021,SCH_H2,SCH_H2,2,SC,SC,Home,Herbivore,Cage,SOIL,10.754,0.3,4.5,12.3,
2023,SCH_H2 SOIL,SCH_H2,2,SC,SC,Home,Herbivore,Cage,SOIL,10.156,0.4,6.4,12.8,
2023,SCH_H2 LITTER (Plant),SCH_H2,2,SC,SC,Home,Herbivore,Cage,LITTER,3.037,0.7,46.7,66.5,
2023,SCH_H2 POPRC (Plant),SCH_H2,2,SC,SC,Home,Herbivore,Cage,POPRC,3.385,1.5,43.7,28.6,
2021,L_SCH_H2,SCH_H2,2,SC,SC,Home,Herbivore,Cage,LITTER,1.812,1.9,46.3,23.1,
2023,SCH_H2 MISC (Plant),SCH_H2,2,SC,SC,Home,Herbivore,Cage,MISC,3.134,1.9,47.2,24.5,
2023,SCH_H2 SORU (Plant),SCH_H2,2,SC,SC,Home,Herbivore,Cage,SORU,3.192,2.3,46.1,19.6,
2021,M_SCH_H2,SCH_H2,2,SC,SC,Home,Herbivore,Cage,MISC,1.609,2.6,45.8,17.1,
2021,P_SCH_H2,SCH_H2,2,SC,SC,Home,Herbivore,Cage,POPRC,1.519,2.7,44.5,16.2,
2021,S_SCH_H2,SCH_H2,2,SC,SC,Home,Herbivore,Cage,SORU,1.981,2.8,45.3,15.9,
2023,SCH_H3 SOIL,SCH_H3,3,SC,SC,Home,Herbivore,Cage,SOIL,10.172,0.2,3.8,12.9,
2021,SCH_H3,SCH_H3,3,SC,SC,Home,Herbivore,Cage,SOIL,10.748,0.3,3.8,11.9,
2023,SCH_H3 LITTER (Plant),SCH_H3,3,SC,SC,Home,Herbivore,Cage,LITTER,3.104,0.8,45.6,51.9,
2023,SCH_H3 POPRC (Plant),SCH_H3,3,SC,SC,Home,Herbivore,Cage,POPRC,3.543,1.4,45.3,31.2,
2021,L_SCH_H3,SCH_H3,3,SC,SC,Home,Herbivore,Cage,LITTER,1.856,1.7,47.9,27.3,
2021,M_SCH_H3,SCH_H3,3,SC,SC,Home,Herbivore,Cage,MISC,1.775,1.9,43.9,22.3,
2023,SCH_H3 MISC (Plant),SCH_H3,3,SC,SC,Home,Herbivore,Cage,MISC,3.39,1.9,45.8,23.1,
2023,SCH_H3 SORU (Plant),SCH_H3,3,SC,SC,Home,Herbivore,Cage,SORU,3.294,2.3,46.4,19.8,
2021,S_SCH_H3,SCH_H3,3,SC,SC,Home,Herbivore,Cage,SORU,1.666,2.7,45.5,16.5,
2021,P_SCH_H3,SCH_H3,3,SC,SC,Home,Herbivore,Cage,POPRC,1.861,3.1,47.8,15,
2023,SCH_H4 SOIL,SCH_H4,4,SC,SC,Home,Herbivore,Cage,SOIL,10.234,0.3,4,12.7,
2021,SCH_H4,SCH_H4,4,SC,SC,Home,Herbivore,Cage,SOIL,10.806,0.3,4.8,12.9,
2023,SCH_H4 LITTER (Plant),SCH_H4,4,SC,SC,Home,Herbivore,Cage,LITTER,3.119,0.9,46.1,47.9,
2023,SCH_H4 POPRC (Plant),SCH_H4,4,SC,SC,Home,Herbivore,Cage,POPRC,3.127,1.7,45.5,26,
2023,SCH_H4 SORU (Plant),SCH_H4,4,SC,SC,Home,Herbivore,Cage,SORU,3.031,2.1,45.1,20.8,
2021,M_SCH_H4,SCH_H4,4,SC,SC,Home,Herbivore,Cage,MISC,1.76,2.2,43.8,19,
2023,SCH_H4 MISC (Plant),SCH_H4,4,SC,SC,Home,Herbivore,Cage,MISC,3.264,2.5,44.5,17.7,
2021,L_SCH_H4,SCH_H4,4,SC,SC,Home,Herbivore,Cage,LITTER,1.825,2.7,46.9,17,
2021,P_SCH_H4,SCH_H4,4,SC,SC,Home,Herbivore,Cage,POPRC,1.604,2.8,44.9,15.7,
2021,S_SCH_H4,SCH_H4,4,SC,SC,Home,Herbivore,Cage,SORU,1.964,3.4,45.8,13.4,
2023,SCH_H5 SOIL,SCH_H5,5,SC,SC,Home,Herbivore,Cage,SOIL,10.386,0.2,3.6,12.7,
2021,SCH_H5,SCH_H5,5,SC,SC,Home,Herbivore,Cage,SOIL,10.708,0.4,5,11.9,
2021,L_SCH_H5,SCH_H5,5,SC,SC,Home,Herbivore,Cage,LITTER,1.995,1,47.7,44.4,
2023,SCH_H5 LITTER (Plant),SCH_H5,5,SC,SC,Home,Herbivore,Cage,LITTER,2.967,1.2,45.2,36,
